gutenberg_id	title	author	sentence
345	Dracula	Bram Stoker	I have to lift her up, and place her sleeping in the carriage when I have harnessed the horses and made all ready
345	Dracula	Bram Stoker	He told me how dear I was to him, though he had known me so little, and what his life would be with me to help and cheer him
1342	Pride and Prejudice	Jane Austen	I longed to know whether he would be married in his blue coat
1342	Pride and Prejudice	Jane Austen	I am very, very sorry
1342	Pride and Prejudice	Jane Austen	Arguments are too much like disputes
345	Dracula	Bram Stoker	I was too cold and too sleepy to be keenly observant, and not sleepy enough to betray my trust so altogether I had a dreary, miserable time
345	Dracula	Bram Stoker	I duly relieved Van Helsing in his watch over Lucy
345	Dracula	Bram Stoker	Men are more tolerant, bless them
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	If so, how terrible would be the position in which I should find myself
345	Dracula	Bram Stoker	My heart beat so loud all the time that sometimes I thought I should faint
345	Dracula	Bram Stoker	I do hope the dear fellow will take care of himself, and that nothing will occur to upset him
1342	Pride and Prejudice	Jane Austen	Nothing could be more delightful
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	I marked the spot upon my own head
345	Dracula	Bram Stoker	Knowing of the increasing difficulty of procuring the hypnotic trance, Van Helsing began his passes earlier than usual
345	Dracula	Bram Stoker	He throws no shadow; he make in the mirror no reflect, as again Jonathan observe
1342	Pride and Prejudice	Jane Austen	Elizabeth accepted their company, and the three young ladies set off together
1342	Pride and Prejudice	Jane Austen	But it was her business to be satisfied--and certainly her temper to be happy; and all was soon right again
345	Dracula	Bram Stoker	Poor girl, she has so much to forget that it is no wonder that sleep, if it brings oblivion to her, does her good
345	Dracula	Bram Stoker	I try to cheer him up, and _my_ belief in _him_ helps him to have a belief in himself
1342	Pride and Prejudice	Jane Austen	I am not so selfish, however, as to press for it, if inconvenient
345	Dracula	Bram Stoker	Tell them to take off the strait-waistcoat
345	Dracula	Bram Stoker	The folk here hold almost universally that the captain is simply a hero, and he is to be given a public funeral
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	It is a perfectly overpowering impulse, and I have more than once taken advantage of it
345	Dracula	Bram Stoker	How then are we to begin our strike to destroy him
345	Dracula	Bram Stoker	I shall finish my round of work and we shall meet to-night
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	Holmes, I met him twice for walks, but after that father came back again, and Mr
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	I fainted when it was done, and I think that I must have been senseless for a long time
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	In a hundred other ways he has helped him
1342	Pride and Prejudice	Jane Austen	You could not have started a more happy idea, since you will not take comfort in mine: believe her to be deceived, by all means
1342	Pride and Prejudice	Jane Austen	Her thoughts were instantly driven back to the time when Mr
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	You heard him yourselves to-night
345	Dracula	Bram Stoker	I start at my own shadow, and am full of all sorts of horrible imaginings
1342	Pride and Prejudice	Jane Austen	At length there was nothing more to be said; the ladies drove on, and the others returned into the house
1342	Pride and Prejudice	Jane Austen	No thanks to his gallantry for that
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	The Adventure of the Beryl Coronet XII
1342	Pride and Prejudice	Jane Austen	It makes me very nervous and poorly, to be thwarted so in my own family, and to have neighbours who think of themselves before anybody else
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	I did not know what to do
11	Alice's Adventures in Wonderland	Lewis Carroll	There was a dead silence
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	I only quote this as a trivial example of observation and inference
345	Dracula	Bram Stoker	I called to the attendants to follow me, and ran after him, for I feared he was intent on some mischief
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	Simon very mercifully and thank our stars that we are never likely to find ourselves in the same position
1342	Pride and Prejudice	Jane Austen	But in matters of greater weight, I may suffer from the want of money
345	Dracula	Bram Stoker	I have no doubt that he believes it all
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	He had evidently been carried down by two persons, one of whom had remarkably small feet and the other unusually large ones
1342	Pride and Prejudice	Jane Austen	How much sooner one tires of anything than of a book
345	Dracula	Bram Stoker	You know I have had brain fever, and that is to be mad
345	Dracula	Bram Stoker	And there may be more times when I shall want you to trust when you cannot--and may not--and must not yet understand
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	Hudson has had the good sense to light the fire
1342	Pride and Prejudice	Jane Austen	Not Lydia only, but all were concerned in it; and after the first exclamations of surprise and horror, Mr
345	Dracula	Bram Stoker	I saw in his eyes something of that gathering wrath which was manifest when he hurled that fair woman from him
345	Dracula	Bram Stoker	It is destroying my nerve
1342	Pride and Prejudice	Jane Austen	Such squeamish youths as cannot bear to be connected with a little absurdity are not worth a regret
1342	Pride and Prejudice	Jane Austen	He can have nothing to say to me that anybody need not hear
1342	Pride and Prejudice	Jane Austen	Her daughters were eagerly called to partake of her joy
1342	Pride and Prejudice	Jane Austen	On this subject I have nothing more to say, no other apology to offer
345	Dracula	Bram Stoker	M., on 1st May, arriving at Vienna early next morning; should have arrived at 6:46, but train was an hour late
1342	Pride and Prejudice	Jane Austen	Upon this signal, the youngest of her daughters put herself forward
1342	Pride and Prejudice	Jane Austen	They were more disturbed, more unequal, than she had often seen them
345	Dracula	Bram Stoker	I cannot carry one arm that the rest do; the scar on my forehead forbids that
1342	Pride and Prejudice	Jane Austen	You are charmingly grouped, and appear to uncommon advantage
345	Dracula	Bram Stoker	I know where my thoughts are
345	Dracula	Bram Stoker	You had better go your round, and Dr
1342	Pride and Prejudice	Jane Austen	They were in ---- Street
345	Dracula	Bram Stoker	When we met together, the first thing was to consult as to taking Mina again into our confidence
345	Dracula	Bram Stoker	I wonder where Jonathan is and if he is thinking of me
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	But I would rather not talk about the creature, Mr
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	Holmes traced his way to the farther side of this and lay down once more upon his face with a little cry of satisfaction
1342	Pride and Prejudice	Jane Austen	Bennet arrived, he had all the appearance of his usual philosophic composure
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	He had set the engine at work
345	Dracula	Bram Stoker	m._--We are near Galatz now, and I may not have time to write later
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	Then he stood before the fire and looked me over in his singular introspective fashion
345	Dracula	Bram Stoker	Last night he was a frank, happy-looking man, with strong, youthful face, full of energy, and with dark brown hair
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	McCarthy pass he had seen his son, Mr
1342	Pride and Prejudice	Jane Austen	That he was not a good-tempered man had been her firmest opinion
1342	Pride and Prejudice	Jane Austen	Our poor mother is sadly grieved
345	Dracula	Bram Stoker	I know what sorrows you have had, though I cannot measure the depth of them
1342	Pride and Prejudice	Jane Austen	Its completion depended on others
1342	Pride and Prejudice	Jane Austen	But you do not know _all_
345	Dracula	Bram Stoker	As yet there was no sign of the teeth growing sharper; but the time as yet was short, and there was time for fear
345	Dracula	Bram Stoker	All will yet be well, dear
345	Dracula	Bram Stoker	He had been paid for his work by an English bank note, which had been duly cashed for gold at the Danube International Bank
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	The drawn blinds and the smokeless chimneys, however, gave it a stricken look, as though the weight of this horror still lay heavy upon it
345	Dracula	Bram Stoker	We, however, are not selfish, and we believe that God is with us through all this blackness, and these many dark hours
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	Finally he took the bell-rope in his hand and gave it a brisk tug
345	Dracula	Bram Stoker	I saw at once that I was on the right track; phonetic spelling had again misled me
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	Anyhow, he never got tallow-stains from a gas-jet
1342	Pride and Prejudice	Jane Austen	when I went away, I am sure I had no more idea of being married till I came back again
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	As to what it was he feared, we can only deduce that by considering the formidable letters which were received by himself and his successors
345	Dracula	Bram Stoker	There is no mistake of that
345	Dracula	Bram Stoker	They were more than kind and courteous, and took us at once on board the _Czarina Catherine_, which lay at anchor out in the river harbour
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	His face flushed and darkened
345	Dracula	Bram Stoker	His manias make a startling combination
1342	Pride and Prejudice	Jane Austen	She had only to say in reply, that they had wandered about till she was beyond her own knowledge
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	We were sitting there in silence when the door opened and a young lady came in
345	Dracula	Bram Stoker	With a wrench, which threw his victim back upon the bed as though hurled from a height, he turned and sprang at us
1342	Pride and Prejudice	Jane Austen	Gardiner has done for them, because Wickham has not sixpence of his own
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	Was Under-Secretary for the colonies in a late administration
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	The inspector sat down at his desk
345	Dracula	Bram Stoker	Then why we not be even more careful than him
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	Holmes; I have heard of you from Mrs
345	Dracula	Bram Stoker	I thought I would watch for the Count, for there is something going on
345	Dracula	Bram Stoker	I am afraid to think what may happen to us
1342	Pride and Prejudice	Jane Austen	Younge was of course removed from her charge
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	For seven hours I plied my trade, and when I returned home in the evening I found to my surprise that I had received no less than 26_s_
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	Mary and Arthur were much interested and wished to see the famous coronet, but I thought it better not to disturb it
345	Dracula	Bram Stoker	She caught on to my meaning at once, and settled that matter in a word
1342	Pride and Prejudice	Jane Austen	Wickham, suspended, amongst several other miniatures, over the mantel-piece
345	Dracula	Bram Stoker	He escaped before without our help; to-night he shall escape with it
345	Dracula	Bram Stoker	There was a wilderness of beautiful white flowers, and death was made as little repulsive as might be
345	Dracula	Bram Stoker	The power of Treaty may yet prove a vast engine of enlargement, when the Monroe doctrine takes its true place as a political fable
345	Dracula	Bram Stoker	Keep them safe, for there is in them much of treasure
345	Dracula	Bram Stoker	She tries the door, and finding it locked, goes about the room searching for the key
345	Dracula	Bram Stoker	And so he progress, and he scatter these graves of him; and none but he know where they are hidden
1342	Pride and Prejudice	Jane Austen	They soon outstripped the others; and when they had reached the carriage, Mr
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	He drew a sovereign from his pocket and threw it down upon the slab, turning away with the air of a man whose disgust is too deep for words
1342	Pride and Prejudice	Jane Austen	The reason of this sudden removal was soon evident
345	Dracula	Bram Stoker	Good-bye, Mina, if I fail; good-bye, my faithful friend and second father; good-bye, all, and last of all Mina
345	Dracula	Bram Stoker	The captain come, when told that he will be pay well; and though he swear much at the first he agree to term
345	Dracula	Bram Stoker	Something may occur which will give me a chance to escape
345	Dracula	Bram Stoker	Not being able to smoke, he cut himself a good-sized plug of tobacco and began to chew
345	Dracula	Bram Stoker	The time I waited seemed endless, and I felt doubts and fears crowding upon me
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	She was slighted like and had no say in anything, but it never really became bad for her until after she met Mr
345	Dracula	Bram Stoker	His cries are at times awful, but the silences that follow are more deadly still, for he means murder in every turn and movement
345	Dracula	Bram Stoker	Sam is a rare one when he starts on the booze
1342	Pride and Prejudice	Jane Austen	Very nonsensical to come at all
345	Dracula	Bram Stoker	Here and there are silver threads where the rivers wind in deep gorges through the forests
1342	Pride and Prejudice	Jane Austen	At that instant she felt, that years of happiness could not make Jane or herself amends for moments of such painful confusion
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	Yet, with all this, you made me reveal what you wanted to know
1342	Pride and Prejudice	Jane Austen	But there was still something lurking behind, of which prudence forbade the disclosure
345	Dracula	Bram Stoker	Mina sleeps soundly and her breathing is regular
1342	Pride and Prejudice	Jane Austen	You know pretty well, I suppose, what has been done for the young people
345	Dracula	Bram Stoker	We met some time ago a man that would just _do for you_, if you were not already engaged to Jonathan
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	Farintosh, whom you helped in the hour of her sore need
345	Dracula	Bram Stoker	Seward told us that when he and Dr
1342	Pride and Prejudice	Jane Austen	But _your_ arts and allurements may, in a moment of infatuation, have made him forget what he owes to himself and to all his family
1342	Pride and Prejudice	Jane Austen	Darcy, whose reception of his advances she eagerly watched, and whose astonishment at being so addressed was very evident
1342	Pride and Prejudice	Jane Austen	The usual inquiries as to his success were made by the latter
1342	Pride and Prejudice	Jane Austen	The distinction had, perhaps, been felt too strongly
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	There was the end of this tangled clue
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	She had engaged a sitting-room, and our lunch awaited us upon the table
1342	Pride and Prejudice	Jane Austen	Lady Lucas was a very good kind of woman, not too clever to be a valuable neighbour to Mrs
345	Dracula	Bram Stoker	When Skinsky had come to him, he had taken him to the ship and handed over the box, so as to save porterage
1342	Pride and Prejudice	Jane Austen	What a good joke it will be
1342	Pride and Prejudice	Jane Austen	You were disgusted with the women who were always speaking, and looking, and thinking for _your_ approbation alone
345	Dracula	Bram Stoker	Well, I must tell you about the three, but you must keep it a secret, dear, from _every one_, except, of course, Jonathan
1342	Pride and Prejudice	Jane Austen	Bennet planned the courses that were to do credit to her housekeeping, when an answer arrived which deferred it all
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	And now here is my pocket Petrarch, and not another word shall I say of this case until we are on the scene of action
1342	Pride and Prejudice	Jane Austen	There were better sense in the sad mechanic exercise of determining the reason of its absence where it is not
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	To SEND DONATIONS or determine the status of compliance for any particular state visit www.gutenberg.org/donate
1342	Pride and Prejudice	Jane Austen	His understanding and temper, though unlike her own, would have answered all her wishes
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	I confess that I was disappointed
1342	Pride and Prejudice	Jane Austen	I expected you to stay two months
345	Dracula	Bram Stoker	What would have been his later steps
1342	Pride and Prejudice	Jane Austen	But no such recollection befriended her
345	Dracula	Bram Stoker	He then lit a dark lantern and pointed to the coffin
1342	Pride and Prejudice	Jane Austen	Elizabeth was pleased; though when she asked herself the reason, she had very little to say in reply
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	What was he doing there at all
1342	Pride and Prejudice	Jane Austen	Let me mend it for you
345	Dracula	Bram Stoker	She came at once, after saying pleasantly to Mr
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	I staggered to my feet and ran with her along the corridor and down a winding stair
345	Dracula	Bram Stoker	He must then go home and rest, sleep much and eat much, that he may be recruited of what he has so given to his love
1342	Pride and Prejudice	Jane Austen	Bingley was the principal spokesman, and Miss Bennet the principal object
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	We were engaged after the first walk that we took
345	Dracula	Bram Stoker	Louder it seemed to ring in my ears, and the floating motes of dust to take new shapes to the sound as they danced in the moonlight
11	Alice's Adventures in Wonderland	Lewis Carroll	The poor little Lizard, Bill, was in the middle, being held up by two guinea-pigs, who were giving it something out of a bottle
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	Well, then, here on this page are the country folk, and the numbers after their names are where their accounts are in the big ledger
345	Dracula	Bram Stoker	I looked at him significantly and coughed
1342	Pride and Prejudice	Jane Austen	Sir William and Lady Lucas were speedily applied to for their consent; and it was bestowed with a most joyful alacrity
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	Beyond the mention of pips, I do not see that it helps us much
345	Dracula	Bram Stoker	I ran along the North Terrace, but could see no sign of the white figure which I expected
345	Dracula	Bram Stoker	As usual Van Helsing had thought ahead of everyone else, and was prepared with an exact ordering of our work
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	Well, Watson, we shall see who will win in the long run
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	It had escaped my memory
1342	Pride and Prejudice	Jane Austen	What are men to rocks and mountains
1342	Pride and Prejudice	Jane Austen	Their society can afford no pleasure that will atone for such wretchedness as this
345	Dracula	Bram Stoker	Perhaps I may gain more knowledge out of the folly of this madman than I shall from the teaching of the most wise
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	Of these bedrooms the first is Dr
345	Dracula	Bram Stoker	I myself am of an old family, and to live in a new house would kill me
345	Dracula	Bram Stoker	When I asked her how she came to be at the window she shook her head and turned away
1342	Pride and Prejudice	Jane Austen	But still he would be her husband
345	Dracula	Bram Stoker	May it be that with you I visit him this morning
345	Dracula	Bram Stoker	This is medicinal, but you do not know how
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	All red-headed men who are sound in body and mind and above the age of twenty-one years, are eligible
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	If I lay on my face the weight would come upon my spine, and I shuddered to think of that dreadful snap
345	Dracula	Bram Stoker	We took our lunch to Mulgrave Woods, Mrs
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	He had nothing a few years ago
1342	Pride and Prejudice	Jane Austen	Collins is really_ great; _far greater than anything Addison ever did, almost great enough for Fielding or for Swift himself
1342	Pride and Prejudice	Jane Austen	[Illustration] CHAPTER XXX
345	Dracula	Bram Stoker	He is gone to Whitby to get more information, and he will be here to-morrow to help us
345	Dracula	Bram Stoker	Goodness knows that we had enough clues from the conduct of the patient Renfield
1342	Pride and Prejudice	Jane Austen	Gardiner, whose manners were easy and pleasant, encouraged her communicativeness by his questions and remarks: Mrs
345	Dracula	Bram Stoker	We found him in a state of considerable excitement, but far more rational in his speech and manner than I had ever seen him
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	Then with his lens he tested the hinges, but they were of solid iron, built firmly into the massive masonry
345	Dracula	Bram Stoker	I shall leave this door open and my door too
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	As to what you tell me of poor Mary, it goes to my very heart
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	Oh, how simple it would all have been had I been here before they came like a herd of buffalo and wallowed all over it
345	Dracula	Bram Stoker	Mina opened her eyes; but she did not seem the same woman
1342	Pride and Prejudice	Jane Austen	Bingley, and talked of Mrs
345	Dracula	Bram Stoker	It was empty, but that was as I expected
345	Dracula	Bram Stoker	Ah, we men and women are like ropes drawn tight with strain that pull us different ways
345	Dracula	Bram Stoker	Whilst she has been in the trance hitherto she has confined herself to the simplest of facts
345	Dracula	Bram Stoker	Now sit still awhile
1342	Pride and Prejudice	Jane Austen	The morrow produced no abatement of Mrs
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	He drank more than ever, and he was less inclined for any sort of society
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	What was the relation between them, and what the object of his repeated visits
11	Alice's Adventures in Wonderland	Lewis Carroll	A little bright-eyed terrier, you know, with oh, such long curly brown hair
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	Running up, I blew its brains out, and it fell over with its keen white teeth still meeting in the great creases of his neck
345	Dracula	Bram Stoker	Van Helsing had not intended to recall her frightful experience
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	Godfrey Norton, as our client is to its coming to the eyes of his princess
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	No one could pass these shutters if they were bolted
1342	Pride and Prejudice	Jane Austen	Darcy professed a great curiosity to see the view from the Mount, and Elizabeth silently consented
1342	Pride and Prejudice	Jane Austen	Bingley was incomprehensible
345	Dracula	Bram Stoker	At last, however, the narcotic began to manifest its potency; and she fell into a deep sleep
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	He ran when he saw his father on the ground
1342	Pride and Prejudice	Jane Austen	He is nothing to us, you know, and I am sure I never want to see him again
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	Chubb lock to the door
1342	Pride and Prejudice	Jane Austen	Mary was the only daughter who remained at home; and she was necessarily drawn from the pursuit of accomplishments by Mrs
345	Dracula	Bram Stoker	And when that owner come back from his holiday in Switzerland he find only an empty hole where his house had been
1342	Pride and Prejudice	Jane Austen	Darcy, it determined her not to attend her cousins to Rosings, where they were engaged to drink tea
1342	Pride and Prejudice	Jane Austen	Interested people have perhaps misrepresented each to the other
1342	Pride and Prejudice	Jane Austen	We must not be so ready to fancy ourselves intentionally injured
345	Dracula	Bram Stoker	You must not be alone, Art
1342	Pride and Prejudice	Jane Austen	The next morning, as she was going down stairs, she was met by her father, who came out of his library with a letter in his hand
1342	Pride and Prejudice	Jane Austen	My resolution of thanking you for your kindness to Lydia had certainly great effect
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	Watson, who is occasionally good enough to help me in my cases
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	It was a beautiful moonlight night, and the lawn in front of the house was silvered over and almost as bright as day
345	Dracula	Bram Stoker	This morning the man on duty reported to me that a little after midnight he was restless and kept saying his prayers somewhat loudly
345	Dracula	Bram Stoker	Looking fixedly at her, he commenced to make passes in front of her, from over the top of her head downward, with each hand in turn
345	Dracula	Bram Stoker	They are very picturesque, but do not look prepossessing
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	I understand that it was your daughter who required my presence here, and I am acting in her interests
1342	Pride and Prejudice	Jane Austen	Elizabeth was surprised, but said not a word
1342	Pride and Prejudice	Jane Austen	Bennet, for anything about the entail
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	McCarthy was walking alone
345	Dracula	Bram Stoker	Lucy is more excitable than ever, but is otherwise well
345	Dracula	Bram Stoker	He is a philosopher and a metaphysician, and one of the most advanced scientists of his day; and he has, I believe, an absolutely open mind
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	He was at work again
11	Alice's Adventures in Wonderland	Lewis Carroll	The three soldiers wandered about for a minute or two, looking for them, and then quietly marched off after the others
1342	Pride and Prejudice	Jane Austen	Your idea of the ponies is delightful
345	Dracula	Bram Stoker	We tried to make him talk of the subject of our previous conversation, but he would not attend
1342	Pride and Prejudice	Jane Austen	It is from my cousin, Mr
345	Dracula	Bram Stoker	Mina is well, and looks to be getting stronger; her colour is coming back
345	Dracula	Bram Stoker	The Professor seems tireless; all day he would not take any rest, though he made me sleep for a long spell
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	I could not live there longer without some advice
345	Dracula	Bram Stoker	I dare not say anything of it; you will read for yourself and judge
345	Dracula	Bram Stoker	You shall be avenged in turn; for not one of them but shall minister to your needs
1342	Pride and Prejudice	Jane Austen	I have a warm unguarded temper, and I may perhaps have sometimes spoken my opinion _of_ him, and _to_ him, too freely
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	As we entered he made neither sound nor motion
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	She would rush to secure it
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	In the pocket is a card-case
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	I thought it as well to have Jones with us also
345	Dracula	Bram Stoker	When I got on the coach the driver had not taken his seat, and I saw him talking with the landlady
345	Dracula	Bram Stoker	First mate scowled, but said nothing
345	Dracula	Bram Stoker	But it may be that he will not attempt the place
345	Dracula	Bram Stoker	The wind was steady, and as we ran before it there was no yawing
1342	Pride and Prejudice	Jane Austen	[Illustration] CHAPTER XV
345	Dracula	Bram Stoker	You must have been at Bermondsey only a short time before him
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	Gone, too, was the horrid scar which had seamed it across, and the twisted lip which had given the repulsive sneer to the face
345	Dracula	Bram Stoker	On a table in the hall was a great bunch of keys, with a time-yellowed label on each
345	Dracula	Bram Stoker	Each in his own way was solemn and overcome
1342	Pride and Prejudice	Jane Austen	They insist also on my seeing Mr
345	Dracula	Bram Stoker	How shall I describe what we saw
345	Dracula	Bram Stoker	Harker put my cylinders into type
345	Dracula	Bram Stoker	I go to bed now without any fear of sleep
1342	Pride and Prejudice	Jane Austen	Bennet joined them at supper, his voice and manner plainly showed how really happy he was
1342	Pride and Prejudice	Jane Austen	He has not an ill-natured look
1342	Pride and Prejudice	Jane Austen	My friend has an excellent understanding--though I am not certain that I consider her marrying Mr
345	Dracula	Bram Stoker	I have given orders to the night attendant merely to shut him in the padded room, when once he is quiet, until an hour before sunrise
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	During two years I have had three consultations and one small job, and that is absolutely all that my profession has brought me
345	Dracula	Bram Stoker	She is grieved to lose Lucy as her very own, but she is rejoiced that she is soon to have some one to protect her
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	This fellow, a Lascar, was well paid by me for his rooms, so that I knew that my secret was safe in his possession
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	Then he tried the various keys in the lock, but without success
1342	Pride and Prejudice	Jane Austen	You were not by, when I told mamma, and the others, all about it
345	Dracula	Bram Stoker	The whole thing be only lies
1342	Pride and Prejudice	Jane Austen	Their visit did not continue long after the question and answer above mentioned; and while Mr
1342	Pride and Prejudice	Jane Austen	When I am in company with him, I will not be wishing
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	Windibank sprang out of his chair and picked up his hat
1342	Pride and Prejudice	Jane Austen	Fitzwilliam Darcy formerly spoken of as a very proud, ill-natured boy
345	Dracula	Bram Stoker	I shrieked as I saw it shear through the throat; whilst at the same moment Mr
1342	Pride and Prejudice	Jane Austen	He now wished it more than ever
1342	Pride and Prejudice	Jane Austen	His apparent partiality had subsided, his attentions were over, he was the admirer of some one else
1342	Pride and Prejudice	Jane Austen	So he inquired who she was, and got introduced, and asked her for the two next
1342	Pride and Prejudice	Jane Austen	I am not particularly speaking of such a case as you have supposed about Mr
345	Dracula	Bram Stoker	I shall keep them, if I may; even you may not see them yet, but I shall keep them safe
1342	Pride and Prejudice	Jane Austen	And so would Anne, if her health had allowed her to apply
345	Dracula	Bram Stoker	I have asked Sister Agatha to beg the Superior to let our wedding be this afternoon, and am waiting her reply
345	Dracula	Bram Stoker	For a few moments he sat despondently
1342	Pride and Prejudice	Jane Austen	Happiness in marriage is entirely a matter of chance
11	Alice's Adventures in Wonderland	Lewis Carroll	I almost think I can remember feeling a little different
345	Dracula	Bram Stoker	Then it occurred to me that I had shut the window before I had come to bed
345	Dracula	Bram Stoker	It is long, but I have typewritten it out
345	Dracula	Bram Stoker	Expected fierce quarrel, but all was quiet
1342	Pride and Prejudice	Jane Austen	Hurst soon found even his open petition rejected
345	Dracula	Bram Stoker	There is work--wild work--to be done there, that her eyes may not see
345	Dracula	Bram Stoker	As the Count leaned over me and his hands touched me, I could not repress a shudder
1342	Pride and Prejudice	Jane Austen	They seemed each of them to have the happiest memories in the world
345	Dracula	Bram Stoker	You return home for to-night to your asylum, and see that all be well
1342	Pride and Prejudice	Jane Austen	I was only confused for the moment, because I felt that I _should_ be looked at
345	Dracula	Bram Stoker	I think he is one of the most resolute men I ever saw, and yet the most calm
1342	Pride and Prejudice	Jane Austen	The dinner was exceedingly handsome, and there were all the servants, and all the articles of plate which Mr
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	At first it seemed to be impossible, but I soon devised a means
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	Have you your cheque-book
1342	Pride and Prejudice	Jane Austen	But in what proportions it should be divided amongst the latter depended on the will of the parents
345	Dracula	Bram Stoker	I must ask the old man about this; he is coming this way
1342	Pride and Prejudice	Jane Austen	After playing some Italian songs, Miss Bingley varied the charm by a lively Scotch air; and soon afterwards Mr
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	You fail, however, to reason from what you see
1342	Pride and Prejudice	Jane Austen	so genteel and so easy
345	Dracula	Bram Stoker	To be sure, there were certain small evidences, such as that my clothes were folded and laid by in a manner which was not my habit
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	It is past ten, however, and quite time that we started
345	Dracula	Bram Stoker	Quincey Morris is with him, and that is much of a help, for he himself is a bubbling well of good spirits
1342	Pride and Prejudice	Jane Austen	Darcy, he stopped, with a bow of superior courtesy, to compliment him on his dancing and his partner
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	I will leave the country, sir
